AGE_GROUP_ID;FREQUENCY;DATE;REGION_NAME;AGE_GROUP_NAME;REGION_ID;VALUE;INDICATOR_ID;INDICATOR_NAME;REGION_REGIONID;SEX_ID;SEX_NAME
KN.AG1;Annual;2026;North-East States (Excluding Assam);All Age;NES;16890.0;KN.A1;Projected Population;NES;KN.TTL;Both Sex
KN.AG1;Annual;2019;India;All Age;IN;1332900.0;KN.A1;Projected Population;IN;KN.TTL;Both Sex
KN.AG1;Annual;2020;India;All Age;IN;1347121.0;KN.A1;Projected Population;IN;KN.TTL;Both Sex
KN.AG1;Annual;2022;India;All Age;IN;1373761.0;KN.A1;Projected Population;IN;KN.TTL;Both Sex
KN.AG1;Annual;2028;India;All Age;IN;1444268.0;KN.A1;Projected Population;IN;KN.TTL;Both Sex
KN.AG1;Annual;2032;India;All Age;IN;1484073.0;KN.A1;Projected Population;IN;KN.TTL;Both Sex
KN.AG1;Annual;2012;India;All Age;IN;386238.0;KN.A2;Projected Urban Population;IN;KN.TTL;Both Sex
KN.AG1;Annual;2014;India;All Age;IN;404788.0;KN.A2;Projected Urban Population;IN;KN.TTL;Both Sex
KN.AG1;Annual;2019;India;All Age;IN;451176.0;KN.A2;Projected Urban Population;IN;KN.TTL;Both Sex
KN.AG1;Annual;2023;India;All Age;IN;487785.0;KN.A2;Projected Urban Population;IN;KN.TTL;Both Sex
KN.AG1;Annual;2026;India;All Age;IN;515197.0;KN.A2;Projected Urban Population;IN;KN.TTL;Both Sex
KN.AG1;Annual;2032;India;All Age;IN;567133.0;KN.A2;Projected Urban Population;IN;KN.TTL;Both Sex
KN.AG1;Annual;2036;India;All Age;IN;600899.0;KN.A2;Projected Urban Population;IN;KN.TTL;Both Sex
KN.AG1;Annual;2011;Andhra Pradesh;All Age;IN-AP;49577.0;KN.A1;Projected Population;IN-AP;KN.TTL;Both Sex
KN.AG1;Annual;2012;Andhra Pradesh;All Age;IN-AP;49936.0;KN.A1;Projected Population;IN-AP;KN.TTL;Both Sex
KN.AG1;Annual;2014;Andhra Pradesh;All Age;IN-AP;50654.0;KN.A1;Projected Population;IN-AP;KN.TTL;Both Sex
KN.AG1;Annual;2025;Andhra Pradesh;All Age;IN-AP;53524.0;KN.A1;Projected Population;IN-AP;KN.TTL;Both Sex
KN.AG1;Annual;2032;Andhra Pradesh;All Age;IN-AP;54191.0;KN.A1;Projected Population;IN-AP;KN.TTL;Both Sex
KN.AG1;Annual;2035;Andhra Pradesh;All Age;IN-AP;54236.0;KN.A1;Projected Population;IN-AP;KN.TTL;Both Sex
KN.AG1;Annual;2036;Andhra Pradesh;All Age;IN-AP;54252.0;KN.A1;Projected Population;IN-AP;KN.TTL;Both Sex
KN.AG1;Annual;2012;Andhra Pradesh;All Age;IN-AP;14999.0;KN.A2;Projected Urban Population;IN-AP;KN.TTL;Both Sex
KN.AG1;Annual;2021;Andhra Pradesh;All Age;IN-AP;18618.0;KN.A2;Projected Urban Population;IN-AP;KN.TTL;Both Sex
KN.AG1;Annual;2025;Andhra Pradesh;All Age;IN-AP;20174.0;KN.A2;Projected Urban Population;IN-AP;KN.TTL;Both Sex
KN.AG1;Annual;2033;Andhra Pradesh;All Age;IN-AP;23175.0;KN.A2;Projected Urban Population;IN-AP;KN.TTL;Both Sex
KN.AG1;Annual;2036;Andhra Pradesh;All Age;IN-AP;24272.0;KN.A2;Projected Urban Population;IN-AP;KN.TTL;Both Sex
KN.AG1;Annual;2021;Arunachal Pradesh;All Age;IN-AR;1533.0;KN.A1;Projected Population;IN-AR;KN.TTL;Both Sex
KN.AG1;Annual;2023;Arunachal Pradesh;All Age;IN-AR;1562.0;KN.A1;Projected Population;IN-AR;KN.TTL;Both Sex
KN.AG1;Annual;2025;Arunachal Pradesh;All Age;IN-AR;1590.0;KN.A1;Projected Population;IN-AR;KN.TTL;Both Sex
KN.AG1;Annual;2027;Arunachal Pradesh;All Age;IN-AR;1617.0;KN.A1;Projected Population;IN-AR;KN.TTL;Both Sex
KN.AG1;Annual;2028;Arunachal Pradesh;All Age;IN-AR;1630.0;KN.A1;Projected Population;IN-AR;KN.TTL;Both Sex
KN.AG1;Annual;2030;Arunachal Pradesh;All Age;IN-AR;1656.0;KN.A1;Projected Population;IN-AR;KN.TTL;Both Sex
KN.AG1;Annual;2033;Arunachal Pradesh;All Age;IN-AR;1689.0;KN.A1;Projected Population;IN-AR;KN.TTL;Both Sex
KN.AG1;Annual;2018;Arunachal Pradesh;All Age;IN-AR;365.0;KN.A2;Projected Urban Population;IN-AR;KN.TTL;Both Sex
KN.AG1;Annual;2024;Arunachal Pradesh;All Age;IN-AR;408.0;KN.A2;Projected Urban Population;IN-AR;KN.TTL;Both Sex
KN.AG1;Annual;2018;Assam;All Age;IN-AS;33918.0;KN.A1;Projected Population;IN-AS;KN.TTL;Both Sex
KN.AG1;Annual;2021;Assam;All Age;IN-AS;35043.0;KN.A1;Projected Population;IN-AS;KN.TTL;Both Sex
KN.AG1;Annual;2022;Assam;All Age;IN-AS;35378.0;KN.A1;Projected Population;IN-AS;KN.TTL;Both Sex
KN.AG1;Annual;2021;Assam;All Age;IN-AS;5368.0;KN.A2;Projected Urban Population;IN-AS;KN.TTL;Both Sex
KN.AG1;Annual;2027;Assam;All Age;IN-AS;5940.0;KN.A2;Projected Urban Population;IN-AS;KN.TTL;Both Sex
KN.AG1;Annual;2029;Assam;All Age;IN-AS;6127.0;KN.A2;Projected Urban Population;IN-AS;KN.TTL;Both Sex
KN.AG1;Annual;2013;Bihar;All Age;IN-BR;108130.0;KN.A1;Projected Population;IN-BR;KN.TTL;Both Sex
KN.AG1;Annual;2015;Bihar;All Age;IN-BR;112161.0;KN.A1;Projected Population;IN-BR;KN.TTL;Both Sex
KN.AG1;Annual;2022;Bihar;All Age;IN-BR;124919.0;KN.A1;Projected Population;IN-BR;KN.TTL;Both Sex
KN.AG1;Annual;2027;Bihar;All Age;IN-BR;134020.0;KN.A1;Projected Population;IN-BR;KN.TTL;Both Sex
KN.AG1;Annual;2028;Bihar;All Age;IN-BR;135775.0;KN.A1;Projected Population;IN-BR;KN.TTL;Both Sex
KN.AG1;Annual;2030;Bihar;All Age;IN-BR;139286.0;KN.A1;Projected Population;IN-BR;KN.TTL;Both Sex
KN.AG1;Annual;2018;Bihar;All Age;IN-BR;13985.0;KN.A2;Projected Urban Population;IN-BR;KN.TTL;Both Sex
KN.AG1;Annual;2026;Bihar;All Age;IN-BR;16554.0;KN.A2;Projected Urban Population;IN-BR;KN.TTL;Both Sex
KN.AG1;Annual;2034;Bihar;All Age;IN-BR;19118.0;KN.A2;Projected Urban Population;IN-BR;KN.TTL;Both Sex
KN.AG1;Annual;2023;Chhattisgarh;All Age;IN-CG;30180.0;KN.A1;Projected Population;IN-CG;KN.TTL;Both Sex
KN.AG1;Annual;2033;Chhattisgarh;All Age;IN-CG;33264.0;KN.A1;Projected Population;IN-CG;KN.TTL;Both Sex
KN.AG1;Annual;2034;Chhattisgarh;All Age;IN-CG;33536.0;KN.A1;Projected Population;IN-CG;KN.TTL;Both Sex
KN.AG1;Annual;2011;Chhattisgarh;All Age;IN-CG;5937.0;KN.A2;Projected Urban Population;IN-CG;KN.TTL;Both Sex
KN.AG1;Annual;2013;Chhattisgarh;All Age;IN-CG;6299.0;KN.A2;Projected Urban Population;IN-CG;KN.TTL;Both Sex
KN.AG1;Annual;2013;Goa;All Age;IN-GA;1480.0;KN.A1;Projected Population;IN-GA;KN.TTL;Both Sex
KN.AG1;Annual;2014;Goa;All Age;IN-GA;1491.0;KN.A1;Projected Population;IN-GA;KN.TTL;Both Sex
KN.AG1;Annual;2019;Goa;All Age;IN-GA;1540.0;KN.A1;Projected Population;IN-GA;KN.TTL;Both Sex
KN.AG1;Annual;2028;Goa;All Age;IN-GA;1613.0;KN.A1;Projected Population;IN-GA;KN.TTL;Both Sex
KN.AG1;Annual;2029;Goa;All Age;IN-GA;1620.0;KN.A1;Projected Population;IN-GA;KN.TTL;Both Sex
KN.AG1;Annual;2032;Goa;All Age;IN-GA;1639.0;KN.A1;Projected Population;IN-GA;KN.TTL;Both Sex
KN.AG1;Annual;2011;Goa;All Age;IN-GA;907.0;KN.A2;Projected Urban Population;IN-GA;KN.TTL;Both Sex
KN.AG1;Annual;2012;Goa;All Age;IN-GA;931.0;KN.A2;Projected Urban Population;IN-GA;KN.TTL;Both Sex
KN.AG1;Annual;2013;Goa;All Age;IN-GA;955.0;KN.A2;Projected Urban Population;IN-GA;KN.TTL;Both Sex
KN.AG1;Annual;2018;Goa;All Age;IN-GA;1076.0;KN.A2;Projected Urban Population;IN-GA;KN.TTL;Both Sex
KN.AG1;Annual;2031;Goa;All Age;IN-GA;1369.0;KN.A2;Projected Urban Population;IN-GA;KN.TTL;Both Sex
KN.AG1;Annual;2021;Gujarat;All Age;IN-GJ;69788.0;KN.A1;Projected Population;IN-GJ;KN.TTL;Both Sex
KN.AG1;Annual;2028;Gujarat;All Age;IN-GJ;75624.0;KN.A1;Projected Population;IN-GJ;KN.TTL;Both Sex
KN.AG1;Annual;2029;Gujarat;All Age;IN-GJ;76393.0;KN.A1;Projected Population;IN-GJ;KN.TTL;Both Sex
KN.AG1;Annual;2033;Gujarat;All Age;IN-GJ;79285.0;KN.A1;Projected Population;IN-GJ;KN.TTL;Both Sex
KN.AG1;Annual;2013;Gujarat;All Age;IN-GJ;27207.0;KN.A2;Projected Urban Population;IN-GJ;KN.TTL;Both Sex
KN.AG1;Annual;2017;Gujarat;All Age;IN-GJ;30214.0;KN.A2;Projected Urban Population;IN-GJ;KN.TTL;Both Sex
KN.AG1;Annual;2023;Gujarat;All Age;IN-GJ;34846.0;KN.A2;Projected Urban Population;IN-GJ;KN.TTL;Both Sex
KN.AG1;Annual;2026;Gujarat;All Age;IN-GJ;37192.0;KN.A2;Projected Urban Population;IN-GJ;KN.TTL;Both Sex
KN.AG1;Annual;2020;Haryana;All Age;IN-HR;29077.0;KN.A1;Projected Population;IN-HR;KN.TTL;Both Sex
KN.AG1;Annual;2035;Haryana;All Age;IN-HR;34164.0;KN.A1;Projected Population;IN-HR;KN.TTL;Both Sex
KN.AG1;Annual;2014;Haryana;All Age;IN-HR;9773.0;KN.A2;Projected Urban Population;IN-HR;KN.TTL;Both Sex
KN.AG1;Annual;2027;Haryana;All Age;IN-HR;14051.0;KN.A2;Projected Urban Population;IN-HR;KN.TTL;Both Sex
KN.AG1;Annual;2029;Haryana;All Age;IN-HR;14717.0;KN.A2;Projected Urban Population;IN-HR;KN.TTL;Both Sex
KN.AG1;Annual;2030;Haryana;All Age;IN-HR;15055.0;KN.A2;Projected Urban Population;IN-HR;KN.TTL;Both Sex
KN.AG1;Annual;2035;Haryana;All Age;IN-HR;16748.0;KN.A2;Projected Urban Population;IN-HR;KN.TTL;Both Sex
KN.AG1;Annual;2033;Himachal Pradesh;All Age;IN-HP;7741.0;KN.A1;Projected Population;IN-HP;KN.TTL;Both Sex
KN.AG1;Annual;2036;Himachal Pradesh;All Age;IN-HP;7785.0;KN.A1;Projected Population;IN-HP;KN.TTL;Both Sex
KN.AG1;Annual;2018;Himachal Pradesh;All Age;IN-HP;739.0;KN.A2;Projected Urban Population;IN-HP;KN.TTL;Both Sex
KN.AG1;Annual;2020;Himachal Pradesh;All Age;IN-HP;752.0;KN.A2;Projected Urban Population;IN-HP;KN.TTL;Both Sex
KN.AG1;Annual;2029;Himachal Pradesh;All Age;IN-HP;801.0;KN.A2;Projected Urban Population;IN-HP;KN.TTL;Both Sex
KN.AG1;Annual;2031;Himachal Pradesh;All Age;IN-HP;810.0;KN.A2;Projected Urban Population;IN-HP;KN.TTL;Both Sex
KN.AG1;Annual;2014;Jharkhand;All Age;IN-JH;34675.0;KN.A1;Projected Population;IN-JH;KN.TTL;Both Sex
KN.AG1;Annual;2017;Jharkhand;All Age;IN-JH;36334.0;KN.A1;Projected Population;IN-JH;KN.TTL;Both Sex
KN.AG1;Annual;2024;Jharkhand;All Age;IN-JH;39963.0;KN.A1;Projected Population;IN-JH;KN.TTL;Both Sex
KN.AG1;Annual;2026;Jharkhand;All Age;IN-JH;40958.0;KN.A1;Projected Population;IN-JH;KN.TTL;Both Sex
KN.AG1;Annual;2032;Jharkhand;All Age;IN-JH;43599.0;KN.A1;Projected Population;IN-JH;KN.TTL;Both Sex
KN.AG1;Annual;2012;Jharkhand;All Age;IN-JH;8130.0;KN.A2;Projected Urban Population;IN-JH;KN.TTL;Both Sex
KN.AG1;Annual;2013;Jharkhand;All Age;IN-JH;8328.0;KN.A2;Projected Urban Population;IN-JH;KN.TTL;Both Sex
KN.AG1;Annual;2015;Jharkhand;All Age;IN-JH;8730.0;KN.A2;Projected Urban Population;IN-JH;KN.TTL;Both Sex
KN.AG1;Annual;2023;Jharkhand;All Age;IN-JH;10331.0;KN.A2;Projected Urban Population;IN-JH;KN.TTL;Both Sex
KN.AG1;Annual;2032;Jharkhand;All Age;IN-JH;12080.0;KN.A2;Projected Urban Population;IN-JH;KN.TTL;Both Sex
KN.AG1;Annual;2034;Jharkhand;All Age;IN-JH;12446.0;KN.A2;Projected Urban Population;IN-JH;KN.TTL;Both Sex
KN.AG1;Annual;2013;Karnataka;All Age;IN-KA;62349.0;KN.A1;Projected Population;IN-KA;KN.TTL;Both Sex
KN.AG1;Annual;2016;Karnataka;All Age;IN-KA;64229.0;KN.A1;Projected Population;IN-KA;KN.TTL;Both Sex
KN.AG1;Annual;2025;Karnataka;All Age;IN-KA;68538.0;KN.A1;Projected Population;IN-KA;KN.TTL;Both Sex
KN.AG1;Annual;2031;Karnataka;All Age;IN-KA;70652.0;KN.A1;Projected Population;IN-KA;KN.TTL;Both Sex
KN.AG1;Annual;2011;Karnataka;All Age;IN-KA;23626.0;KN.A2;Projected Urban Population;IN-KA;KN.TTL;Both Sex
KN.AG1;Annual;2014;Karnataka;All Age;IN-KA;25257.0;KN.A2;Projected Urban Population;IN-KA;KN.TTL;Both Sex
KN.AG1;Annual;2019;Karnataka;All Age;IN-KA;27960.0;KN.A2;Projected Urban Population;IN-KA;KN.TTL;Both Sex
KN.AG1;Annual;2021;Karnataka;All Age;IN-KA;29044.0;KN.A2;Projected Urban Population;IN-KA;KN.TTL;Both Sex
KN.AG1;Annual;2030;Karnataka;All Age;IN-KA;33605.0;KN.A2;Projected Urban Population;IN-KA;KN.TTL;Both Sex
KN.AG1;Annual;2031;Karnataka;All Age;IN-KA;34111.0;KN.A2;Projected Urban Population;IN-KA;KN.TTL;Both Sex
KN.AG1;Annual;2012;Kerala;All Age;IN-KL;33641.0;KN.A1;Projected Population;IN-KL;KN.TTL;Both Sex
KN.AG1;Annual;2019;Kerala;All Age;IN-KL;35125.0;KN.A1;Projected Population;IN-KL;KN.TTL;Both Sex
KN.AG1;Annual;2021;Kerala;All Age;IN-KL;35489.0;KN.A1;Projected Population;IN-KL;KN.TTL;Both Sex
